	symbol	associated_ids
43664	ACA33	594839
43665	IGKV52	28907
43666	HOXA5	3202
43667	ZSCAN3	7572
43668	OR8I4P	403303
43669	FAM148B	388125
43670	NCRNA00019	50652
43671	MRT29	100852393
43672	LOC105376190	105376190
43673	LOC102724289	102724289
43674	RNU6-1033P	106481244
43675	MIR654	724024
43676	LOC100286945	100286945
43677	IA1	3642
43678	Fuc-TIX	10690
43679	JMP	5696
43680	HMIT	114134
43681	MTND5P34	107075255
43682	TRNAA17	100189117
43683	KAZ	23254
43684	RPL18AP6	285053
43685	BCAS2P1	100127960
43686	UTP17	84128
43687	CNM3	4618
43688	HNRNPA3P2	170526
43689	NPT4	10786
43690	CTRCT45	23094
43691	RSPO2	340419
43692	MEL4B3	84624
43693	IFNAR2-AS1	100288432
43694	ZWS3	5828
43695	LPEAT1	154141
43696	GS1-21A4.1	763
43697	PIRC9	100313847
43698	FP17780	4597
43699	RPL23A_21_952	645809
43700	NRADDP	100129354
43701	V	10125
43702	LOC100996574	100996574
43703	PCLP-1	5420
43704	ZNF31	7579
43705	TIMM8AP1	399520
43706	LOC102724488	102724488
43707	ZNF856	53335
43708	NERF-1B	1998
43709	LOC110120601	110120601
43710	CHEDG1	1901
43711	BTBD13	64395
43712	WHAMML2	440253
43713	MIR125B1	406911
43714	RPL21_4_45	100270880
43715	SULF-1	23213
43716	FLAF3	10458
43717	P130Cas	9564
43718	CYLD1	1540
43719	HUMMLC2B	29895
43720	LOC112268286	112268286
43721	U17A	6080
43722	LOC730222	730222
43723	MIR7703	102465801
43724	C17orf93	360205
43725	LOC105379360	105379360
43726	RBM22P13	100130603
43727	P2Y10	27334
43728	hsa-mir-32	407036
43729	LOC105373458	105373458
43730	RPS6KB2-AS1	111216279
43731	LOC100132659	100132659
43732	NAP1L4b	4676
43733	HPRP3P	9129
43734	LTAP	57216
43735	DEFB109B	641517
43736	HISPPD2BP	554224
43737	SEN34L	79042
43738	LOC110121188	110121188
43739	MIR8087	102465881
43740	TULP3	7289
43741	RNU6-1085P	106480043
43742	RPL7_23_1260	100271224
43743	CRD	1406|6103
43744	FAM4B	54879
43745	FAM30A	9834
43746	HERG	3757
43747	MAT	38|4143
43748	OR5B19P	81211
43749	LOC107985376	107985376
43750	VN1R69P	100312816
43751	PLA2G2C	391013
43752	OR2T12	127064
43753	ROBO1	6091
43754	HSPC215	27086
43755	RhoN	8153
43756	44M2.4	123879
43757	MIR4444	100616394
43758	SNRNP35	11066
43759	OR5AK3	81228
43760	GRIA1	2890
43761	C12orf66	144577
43762	CLSTN2	64084
43763	SNRPCP5	106480290
43764	CKR-L3	1235
43765	SOGA2	23255
43766	LINC01530	729975
43767	SPGF10	124404
43768	FAM73A	374986
43769	ADAMTSL-1	92949
43770	RPS3AP15	652670
43771	GOCAP1	64746
43772	CLPTM1LP1	106480241
43773	CDC7	8317
43774	K40	125115
43775	TTC3	7267
43776	IGKV268	3523
43777	CGI-21	10713
43778	LOC105370528	105370528
43779	CAMK2D	817
43780	MBD3L4	653656
43781	TIM3	84868
43782	RPL23AP17	100271138
43783	CAMEO	84525
43784	MRSA	10479
43785	RN5S235	100873493
43786	LBM180	21
43787	LOC112163655	112163655
43788	BAF170	6601
43789	MAGMAS	51025
43790	bA418P12.1	54511
43791	TEIF	57410
43792	HNRNPC	3183
43793	WSCR2	7459
43794	FOLR1P1	390221
43795	ZVNR2	653753
43796	MAp44	5648
43797	MIR184	406960
43798	CGI-67	51104
43799	A3GALT2P	127550
43800	THSD6	339366
43801	MIRN760	100126348
43802	TTTY7B	246122|100101120
43803	LOC101926968	101926968
43804	NKAT3	3811
43805	Ero1alpha	30001
43806	OXNAD1	92106
43807	LOC107985778	107985778
43808	RORA-AS1	101928784
43809	KIAA0247	9766
43810	LOC105378631	105378631
43811	P-B	10879
43812	C1orf190	541468
43813	LOC105373980	105373980
43814	GluN2D	2906
43815	KAP18-4	386672
43816	RN7SKP291	106480922
43817	TIFAB	497189
43818	SFRS1	6426
43819	ZNF-U69274	27107
43820	APE2	27301
43821	TTK	7272
43822	RNA5SP371	100873629
43823	LOC105377442	105377442
43824	LOC105375258	105375258
43825	SYNGR3	9143
43826	CRYM	1428
43827	ENA-78	6374
43828	caMKN	22843
43829	LOC107986806	107986806
43830	HEL-S-52	9948
43831	ENAH	55740
43832	UDPGT2A1	10941
43833	LOC642635	642635
43834	ZNF277P	11179
43835	RNU6-951P	106481480
43836	FAM203B	51236
43837	LAP3P1	100873864
43838	TROPH	23224
43839	LOC112268214	112268214
43840	NKX3A	4824
43841	MRT51	3176
43842	PRO2242	8668
43843	ARM	10327|80210
43844	RPL6P19	646483
43845	CHST4	10164
43846	DHHC-17	23390
43847	CRYGGP1	1424
43848	NPAP60	10762
43849	CDRT13	94156
43850	FM-3	10316
43851	IDCD	3417
43852	LOC101928010	101928010
43853	LOC101928352	101928352
43854	LOC727874	727874
43855	HsCDC7	8317
43856	STFA	1475
43857	TMEM132B	114795
43858	FAR2P3	100288897
43859	UTP20	27340
43860	RA5	474225
43861	RNU7-186P	106480363
43862	LOC111828507	111828507
43863	OR912-45	8580
43864	ACS5	51703
43865	TPRA40	131601
43866	OR6B2P	389090
43867	CH17-118O6.3	101929798
43868	OBF1	5450
43869	C20orf204	284739
43870	UPF2	26019
43871	MGLUR5	2915
43872	DHC1	1778
43873	OSRF	23548
43874	MU-1B	10053
43875	ZNF9L	389874
43876	ACDP4	26504
43877	LOC107986265	107986265
43878	ZNF373	51304
43879	LOC105375252	105375252
43880	LOC108254693	108254693
43881	LOC112136103	112136103
43882	LOC100129589	100129589
43883	PRSS21	10942
43884	SMAD9-IT1	100874072
43885	CATC4	23424
43886	LOC102724801	102724801
43887	LOC108178994	108178994
43888	LINC01763	105378854
43889	SNAR-C4	100170219
43890	OBFC2B	79035
43891	Gal-T	145173
43892	UNQ6288	389852
43893	RPL6_16_1757	100271208
43894	RPLP2_3_1225	100271347
43895	LOC100131520	100131520
43896	PTCSC2	101928337
43897	MIR511-2	574445
43898	LOC102723447	102723447
43899	ZNF340	140685
43900	PRRC1	133619
43901	LOC101929492	101929492
43902	RNU6-394P	106480698
43903	LOC110121278	110121278
43904	MIR550A1	693133
43905	LOC105369682	105369682
43906	IGHG4	3503
43907	LOC108281119	108281119
43908	NCF-2	4688
43909	RPS12_15_1507	728244
43910	SIGLEC1	6614
43911	OR9-18	347168
43912	dJ193B12.4	81697
43913	RNU108	6044
43914	MIR548A3	693127
43915	LRRC37A2	474170
43916	P138-TOX	50506
43917	RN7SL612P	106479445
43918	GPH	10243
43919	LOC105373733	105373733
43920	C14orf44	145483
43921	LOC101929446	101929446
43922	pHZ-92	7710
43923	WIBG	84305
43924	ESS2	8220
43925	OR2I4P	442197
43926	RNU7-95P	106479062
43927	UBC4/5	7321|7322|7323
43928	DFNB11	117531
43929	LOC100130373	100130373
43930	dJ25J6.5	729583
43931	LOC105379537	105379537
43932	LOC105374430	105374430
43933	NCKalpha	4690
43934	RNU7-172P	106480828
43935	RN5S474	100873716
43936	SPINK5	11005
43937	MITA	340061
43938	PABPCP4	728773
43939	GLULD1	51557
43940	AMFR	267
43941	LOC100996262	100996262
43942	MIRN499	574501
43943	LOC107986208	107986208
43944	PDIP38	26073
43945	RNU6-979P	106479999
43946	HCF-1	3054
43947	VWA8-AS1	100507240
43948	HPE5	7546
43949	SPGP	8647
43950	RNU6-670P	106479863
43951	ANAPC1	64682
43952	PP239	55147
43953	RNU6-891P	106479960
43954	GJC3	349149
43955	LOC107984139	107984139
43956	ADAM3A	1587
43957	RPS6P10	100270865
43958	LOC102725145	102725145
43959	FABP5L9	642956
43960	SH3TC2-DT	255187
43961	LOC107986103	107986103
43962	HNRPH1	3187
43963	GRIN2B	2904
43964	MIR3605	100500853
43965	CDG2L	57511
43966	C20orf178	128866
43967	EXT3	2133
43968	GPR67	8549
43969	LOC105369631	105369631
43970	PCDH-BETA7	56129
43971	MAST3	23031
43972	Par-1b	2011
43973	SRB7	9412
43974	GLYI	2739
43975	COX7A3	1348
43976	ATP5AP1	442416
43977	ETL2	619399
43978	PCDH3I	56128
43979	IRA1	79718
43980	CYP26A1	1592
43981	C20orf126	81572
43982	GALNT12	79695
43983	CLUHP7	100418719
43984	MR-1	25953
43985	RPL23AP15	391175
43986	FPG1	79661
43987	ACPIN1	84792
43988	BIVM-ERCC5	100533467
43989	RPL32_6_681	6163
43990	PSAP	5660|23787|653509|729238
43991	CKLFSF5	116173
43992	OST018	391632
43993	PRKG1	5592
43994	LOC107986178	107986178
43995	CDH27	54798
43996	hg500	81176
43997	LOC105373945	105373945
43998	RN5S458	106479016
43999	HNMT-S1	3176
44000	TRIM60P17	100420414
44001	C1orf191	619518
44002	Fbx44	93611
44003	TR-AP	8295
44004	LOC107987484	107987484
44005	MGC:10353	7185
44006	LOC105375937	105375937
44007	CHCHD3P1	338591
44008	BAATP1	347275
44009	COUP-TFI	7025
44010	LOG5	240
44011	STRL22	1235
44012	HIgR	5818
44013	mir-4515	100616404
44014	RPL7P15	100270850
44015	ARCI13	121214
44016	IL15	3600
44017	LOC101928095	101928095
44018	LOC101929289	101929289
44019	LINC01965	107985928
44020	HSPC207	51526
44021	CDK5R1	8851
44022	SP1999	64805
44023	OPA8	106783499
44024	LOC101928879	101928879
44025	APHC	55331
44026	hsa-mir-365a	100126355
44027	LOC102723322	102723322
44028	PGRPIB	57115
44029	LOC105371075	105371075
44030	LOC110120926	110120926
44031	METT11D1	64745
44032	LOC112268116	112268116
44033	FUP1	55727
44034	H2RSP	64073
44035	MTND3P21	107075198
44036	HOXD8	3234
44037	AGMO	392636
44038	p90	7037|57650|83987
44039	SEPT7	989
44040	FCF1P5	106479045
44041	C21orf136	100126693
44042	LOC112267860	112267860
44043	TALDO1P1	6889
44044	Ckb-8	6368
44045	LINC01833	107985879
44046	PRR3	25945|80742
44047	LRRC30	339291
44048	CADM2	253559
44049	NOL11	25926
44050	G1L	11237
44051	C20orf200	253868
44052	OIP5-AS1	729082
44053	MIR876	100126310
44054	CD299	10332
44055	LOC105372553	105372553
44056	LAMP3	27074
44057	GIT	5034
44058	TAF(II)170	9044
44059	LOC105372957	105372957
44060	MIM1	100073347
44061	SRD5B1	6718
44062	DCAL-1	160365
44063	CLP24	79652
44064	KAP18.7	386675
44065	LINC00619	414260
44066	COWCK	9131
44067	P2RX4	5025
44068	ATP6V1G1P1	319116
44069	LTrpC-2	7226
44070	HRSL1	57110
44071	SPLA2	8399
44072	PARK15	25793
44073	LOC101928219	101928219
44074	MMTN	91942
44075	CGRPR	10203
44076	LINCMD1	101154644
44077	RN7SL685P	106479473
44078	RN7SL604P	106479442
44079	GDNF-AS1	100861519
44080	LOC105378794	105378794
44081	KMT8C	93166
44082	RPL17_28_1610	100129584
44083	TRAAK1	50801
44084	PTPRR	5801
44085	TCEA1	6917
44086	LILRP1	79167
44087	AIS3	378427
44088	RNU6-663P	106481391
44089	C17orf106	100134934
44090	ROCK-II	9475
44091	Slit-2	9353
44092	TMEM131L	23240
44093	RASA5	8831
44094	GIMAP3P	474345
44095	MTCO1P33	107105269
44096	LINC01249	727982
44097	LOC105375551	105375551
44098	LOC101928937	101928937
44099	MYLK-AS2	100873940
44100	TCAIM	285343
44101	SNORD38A	94162
44102	FA2	2187
44103	LOC105370168	105370168
44104	NS5ATP9	9768
44105	RNU6-982P	106481979
44106	EFCAB14	9813
44107	DCBXA	6505
44108	HTGS	56797
44109	MAFA-AS1	104326051
44110	dJ416F21.2	168090
44111	CLN12	23400
44112	NCRNA00140	252949
44113	PRO2176	353189
44114	PGR14	387129
44115	XCR1	2829
44116	CD351	83953
44117	RBPH1	6184
44118	DTX2	113878
44119	SWAN-1	10238
44120	HRPT1	79577
44121	SUDS3P1	285647
44122	mir-1283-2	100302205
44123	TTF1	7080|7270
44124	NBL	9253
44125	CCN5	8839
44126	TCRBV29S2O	246283
44127	BW17	544336
44128	C13orf29	283487
44129	RN5S65	100873300
44130	RPS2_21_1492	80052
44131	CRN	10699|51340
44132	NKAIN2	154215
44133	mir-1468	100302115
44134	ZNF485	220992
44135	ESS-2	8220
44136	LOC105376794	105376794
44137	DNM1P26	100216507
44138	LOC101927461	101927461
44139	NT-5	4909
44140	R-PTP-U	10076
44141	HMGA1P4	100506080
44142	RPL7P6	90193
44143	KCNIP2	30819
44144	CaMK-GR	814
44145	LOC107984952	107984952
44146	AI1H	3694
44147	SCYA3L2	390788
44148	MIR23B	407011
44149	LOC100507548	100507548
44150	LOC111365143	111365143
44151	DPL2	57628
44152	CD5L	922
44153	ETF1P1	6824
44154	eIF4AIII	9775
44155	MYO10	4651
44156	IMD3	959
44157	dJ330M21.3	10591
44158	OR1-33	81469
44159	ARHGEF38	54848
44160	MOCS3	27304
44161	C5A	728
44162	LOC105379176	105379176
44163	HSAN2	65125
44164	SORD2P	653381
44165	MAEA	10296
44166	BW9	474264
44167	MT2	4502|4544
44168	TSP-NY	84660
44169	OR1M4P	403232
44170	OR8B9P	79316
44171	SNORD149	109623485
44172	53BP2	7159
44173	SPA17P1	171424
44174	MATN4	8785
44175	SEMDJL2	3835
44176	hsa-mir-1287	100302133
44177	SSRC	6756
44178	SPDYE20P	101060280
44179	LOC105379278	105379278
44180	IL1F10	84639
44181	dJ160A22.1	8362
44182	RBTNL2	55885
44183	MRPS36P3	347704
44184	PP5395	60370
44185	GABABR1	2550
44186	TARDBPL	643503
44187	LOC105377785	105377785
44188	ARCL2A	23545
44189	AGM	3490
44190	HsT1707	56984
44191	P450RAI-2	56603
44192	MTRNR2L6	100463482
44193	THOC6	79228
44194	LINC01902	105372079
44195	FGFR3P3	100462816
44196	THCYT3	3717
44197	LINC01234	100506465
44198	HIC-5	7041
44199	PANTR1	100506421
44200	CPNE2	221184
44201	LOC107984203	107984203
44202	CD28LG1	941
44203	pHZ-49	7701
44204	RPL29	6159
44205	S6K1	6198
44206	UNQ6411	401027
44207	LOC105372439	105372439
44208	DTD2	112487
44209	KPC2	10422
44210	RAD60	84901
44211	EDH17B1	643646
44212	WITKOS	25942
44213	TMEM198	130612
44214	LINC01169	102723165
44215	OR4H10P	26322
44216	CTHRC1	115908
44217	CD158J	100132285
44218	LOC110120848	110120848
44219	MXR-1	9429
44220	PCTK2	5128
44221	RN7SKP297	106479227
44222	C20orf138	164237
44223	GOT2L1	645538
44224	MIRN302F	100302131
44225	PUF	4831
44226	RNA5SP197	100873459
44227	ACTL6A	86
44228	TRC3	7012
44229	GYS2	2998
44230	DNM1P44	440303
44231	RN7SL233P	106480985
44232	MMAB	326625
44233	LOC105377302	105377302
44234	RNA5SP148	100873415
44235	PCDHB8	56128
44236	LOC103352541	103352541
44237	C5orf14	79770
44238	mtSerRS	54938
44239	C4ST	50515
44240	hsa-mir-1256	100302155
44241	C20orf57	128853
44242	RNU14B	85388
44243	OR2W5	441932
44244	GOLGA8J	653073
44245	ZHC5	203430
44246	TLR-4	7099
44247	dJ1018D12.4	140718
44248	LOC107985830	107985830
44249	CVG5	8270
44250	DEFB136	613209|613210
44251	L36LBP	3960
44252	LOC400748	400748
44253	LOC107985168	107985168
44254	DFNA29	23720
44255	RNU1-126	101954277
44256	PRR13P6	112272601
44257	FOG	161882
44258	HCFC1	3054
44259	ANG2	285|738
44260	RNU6-186P	106481537
44261	LOC107986943	107986943
44262	MIR3135A	100422901
44263	LOC105376368	105376368
44264	UBCH8	7325|9246
44265	CD11B	3684
44266	LOC105374453	105374453
44267	LOC107986025	107986025
44268	LOC102723564	102723564
44269	ATG3	64422
44270	LOC401002	401002
44271	LINT-25	11339
44272	THYP	64327
44273	SYNCAM	23705
44274	TCRBV13S6A2T	28601
44275	KV11.1	169522
44276	FRG1HP	100132352
44277	p60MONOX	57179
44278	AVMD	5961
44279	TUBB8P8	102723626
44280	GK5	256356
44281	HIST1H1PS1	387325
44282	CRKR	51755
44283	SMTCK	1160
44284	RN7SKP165	106480367
44285	LOC105373617	105373617
44286	ATP1BL1	485
44287	TAPVR	6893
44288	gp39	959
44289	HELIOS	22807
44290	SPT20L	100130302
44291	TACR2	6865
44292	MRPS21P8	350297
44293	LOC105378666	105378666
44294	MIRN744	100126313
44295	LOC100421201	100421201
44296	LOC105378795	105378795
44297	TRBV77	28591
44298	NAM	246329
44299	MIRN483	619552
44300	RPS15AP1	92682
44301	CYB5P2	100128621
44302	hTREK-1e	3776
44303	ANKRD10-IT1	100505494
44304	dJ726C3.2	80341
44305	LOC106007493	106007493
44306	LINC02332	105370400
44307	C17orf61	254863
44308	RNU7-77P	100151674
44309	LOC110121032	110121032
44310	LOC110091777	110091777
44311	LOC112272604	112272604
44312	SMS1	259230
44313	LOC110121094	110121094
44314	LINC00703	100507059
44315	HsT18880	9543
44316	RPL7_24_1261	120872
44317	RNF25	64320
44318	CLCA2	9635
44319	LOC107985073	107985073
44320	RASGRF3	5877
44321	SCAR16	10273
44322	PLEIAD	375484
44323	NKX2D	644524
44324	RPL3P10	100129004
44325	OR11-154	390144
44326	LOC389641	389641
44327	OR17-82	4994
44328	JAKMIP1	152789
44329	D11S813E	283120
44330	LOC105370871	105370871
44331	EPLG6	1943
44332	LOC105378798	105378798
44333	P2RX3	5024
44334	LINC01992	105371708
44335	GC-UNC45	55898
44336	3110004H13Rik	51003
44337	HRG-1	55652
44338	SPINDOC	144097
44339	DRP	7402|8562
44340	TRIM4	89122
44341	VDAC5P	10187
44342	LOC105371757	105371757
44343	ETNPPL	64850
44344	LOC105372602	105372602
44345	OFD1P19	386687
44346	FBXL6	26233
44347	MRPL35P3	359744
44348	SNRPD2	6633
44349	LOC107987432	107987432
44350	SLC30A8	169026
44351	RCCD1	91433
44352	ART5	116969
44353	ELAVL3	1995
44354	LOC110120839	110120839
44355	OCNC2	1262
44356	S152	939
44357	DasraB	55143
44358	bA20A20.1	100129669
44359	SORL1	6653
44360	HOIL-1	10616
44361	LINC01044	104266956
44362	RNU6-1234P	106480106
44363	NAT13	80218
44364	CYP3AP2	79424
44365	argBPIB	10152
44366	p8	23016|100272147
44367	FSTL2	3490
44368	RPL26P11	730070
44369	RPS26_10_933	392256
44370	ACAP3	116983
44371	LIBC	8838
44372	C9orf88	64855
44373	LOC112272593	112272593
44374	MTABC3	10058
44375	p53DINP1	94241
44376	CLEC12A-AS1	400002
44377	LD78-beta(1-70)	6349
44378	ERS25	222068
44379	ARAP1-AS2	100506020
44380	PRKA17A	8227
44381	SEMA7A	8482
44382	SLI5	79853
44383	GATAD3	100125288
44384	p57Kip2	1028
44385	RNU2-59P	106480223
44386	LINC02204	101929151
44387	LOC112533663	112533663
44388	Cav1.1	779
44389	PIRC42	100313789
44390	TTP	7538|23677
44391	hCyPX	51645
44392	WW	85320
44393	LOC101928728	101928728
44394	LOC102724052	102724052
44395	KNS1	3799
44396	MIR30A	407029
44397	LOC105374537	105374537
44398	OR13E2	392308
44399	CELF2-AS1	414196
44400	mir-4776-1	100616267
44401	CSNB1D	9187
44402	RPL23A_9_314	100271296
44403	LOC112543435	112543435
44404	MSTO1	55154
44405	14q(II-12)	767590
44406	MTND6P7	106478945
44407	KFSD	6303|51360
44408	PEX12P1	121727
44409	LOC653588	653588
44410	LOC102723811	102723811
44411	LOC105379540	105379540
44412	LOC107986200	107986200
44413	TAG-1	6900
44414	CNTFR	1271
44415	UPK1B	7348
44416	CODASS	9361
44417	dJ798A10.2	114819
44418	TFAP2E	339488
44419	ARSB	411
44420	TCEB1P32	106481964
44421	MIRN516A-2	574499
44422	MEST	4232
44423	LOC102724603	102724603
44424	VENTXP4	152101
44425	KKIAMRE	8999
44426	RNU1-133P	106481631
44427	hBRF	2972
44428	h-BCS	617
44429	HNBC1	8671
44430	MIR1178	100302274
44431	LOC550113	550113
44432	RPS20_1_80	100270900
44433	PGAM4	441531
44434	LOC105375567	105375567
44435	HSP90ALPHA	3324
44436	MIR6831	102465499
44437	BAALCOS	157556
44438	EMPF1	10059
44439	IGHD1OR15-1B	28334
44440	TRNAS22	100189285
44441	UAQTL2	56606
44442	ADH	551
44443	RNU83B	116938
44444	LOC101929380	101929380
44445	UBCEP80	6233
44446	LOC107985476	107985476
44447	CPR	5447
44448	RNU6-1238P	106480107
44449	ZG16B	124220
44450	LOC110121141	110121141
44451	MEKKK 3	8491
44452	GTF2IRD2 alpha	84163
44453	LY6-D	58530
44454	hCGP-39	1116
44455	OFDYP2	378010
44456	CYP2D8P	1568
44457	MKPX	1849|56940
44458	LOC100129955	100129955
44459	RNU2-60P	106481653
44460	BP25	474266
44461	LOC105376364	105376364
44462	LOC728470	728470
44463	LOC105372346	105372346
44464	GGT 1	2678
44465	RN7SL285P	106479326
44466	CT65	7288
44467	MUM2	58485
44468	GBP4L	388646
44469	FAM28CP	647009
44470	NY-BR-1	91074
44471	DAPP1	27071
44472	HTL	3343
44473	ANGIE2	10563
44474	LOC107161156	107161156
44475	KIAA1543	57662
44476	KLHDC6	166348
44477	TCEAL6	158931
44478	PRX	9588|57716
44479	CHRNB4	1143
44480	vU1.9	26864
44481	LOC112268055	112268055
44482	CICP14	100130600
44483	RN7SL521P	106479413
44484	LOC105370041	105370041
44485	BAIAP3	8938
44486	LINC00626	79100
44487	TYSND1	219743
44488	TRV9	791232
44489	CT83	203413
44490	PC3-96	64422
44491	CMT2P	90678
44492	CSNU3	11136
44493	ST5	6764
44494	P79PIF	26205
44495	RNU6-702P	106481912
44496	C3orf18	51161
44497	IL5	3567
44498	KRAS	3845
44499	KRS2	6789
44500	PP1628	80301
44501	IBD9	317669
44502	MIR5090	100847073
44503	5LPG	240
44504	H1F2	3006
44505	DNHD2	201625
44506	IL1HY2	84639
44507	TRNAC21	100189305
44508	RNU7-83P	100151680
44509	LOC100506236	100506236
44510	C6orf1	221491
44511	COX8L	1351
44512	HT-CP	1825
44513	TALI	4253
44514	SNAIL2	6591
44515	MIR4691	100616403
44516	RN7SKP97	106480463
44517	TRPC5	7224
44518	HEL-S-101	1410
44519	LOC105372528	105372528
44520	RECQ2	641
44521	WAP3	5266
44522	SRFS14	10147
44523	OR51A5P	79525
44524	TOMM22P6	100287573
44525	SEC31A	22872
44526	KPC1	63891
44527	TRP-TGG3-3	100189335|100189388
44528	LOC105379061	105379061
44529	LINC01101	84931
44530	COCPMR	54112
44531	NFAM1	150372
44532	CMD1D	7139
44533	STL4	1297
44534	LOC105379119	105379119
44535	RPS25P9	100271373
44536	SNORA71D	677840
44537	HL-2	433|1768|142683
44538	SOX29	6661
44539	LMP1	9260
44540	DAOA-AS1	282706
44541	MMIF	4282
44542	PTCHD3P2	100533664
44543	IMMP2L	83943
44544	LOC107001062	107001062
44545	LOC105370187	105370187
44546	RPS28P2	100271120
44547	LOC112268299	112268299
44548	UGT1-07	54577
44549	OR7E1P	341128
44550	RN7SKP111	106479144
44551	HSP90B3P	343477
44552	SMA3-L	375513|387036
44553	FAM60DP	646721
44554	MIR8089	102465882
44555	LOC401127	401127
44556	NRBF2	29982
44557	NMI	4641|9111
44558	DLGAP1B	9229
44559	CPNE3	8895
44560	LOC110120660	110120660
44561	RPL35P7	341604
44562	DEFB-1	1672
44563	LOC112067713	112067713
44564	CLEC4H2	433
44565	HLC3	22950
44566	HEL70	4478
44567	RNU5E-7P	100873836
44568	HERA-B	26284
44569	MG44	6839
44570	ADGRE1	2015
44571	L3MBTL2	83746
44572	KRTAP25-1	100131902
44573	MRGX1	259249
44574	HIST1H4F	8361
44575	STBM	57216
44576	LINC02587	101927524
44577	tfcD	6904
44578	C16orf12	117166
44579	linc-VLDLR	401491
44580	ACTN1-AS1	161159
44581	DONSON	29980
44582	FT1	64400
44583	RN5S178	100873440
44584	LOC112267923	112267923
44585	LOC105379501	105379501
44586	PER4	168741
44587	ST1B1	27284
44588	OB20	4159
44589	WBP5	51186
44590	C6orf117	112609
44591	TRAR3	134860
44592	RPL31_26_1276	100129882
44593	MIR3919	100500803
44594	LOC105374681	105374681
44595	ST1	6386
44596	R-PTP-sigma	5802
44597	TP53TG3C	653550|729264
44598	TSAD	9047
44599	lncRNA-GHET1	102723099
44600	RN5S134	106480756
44601	PH30-beta	2515
44602	GGAP2	116986
44603	PCH11	55773
44604	trnL	6775067|6775086|8923186|8923214
44605	ZNF585B	92285
44606	OSTL	154214
44607	LIM3	8022
44608	GATA6	2627
44609	HB1	3887|6331|8184
44610	PRDS	7467
44611	AMDPX	263
44612	NRDE2	55051
44613	TRBVA	28556
44614	LINC02472	105374561
44615	RLC	3680
44616	LOC107987340	107987340
44617	CVD1	2316
44618	SF3b1	10992
44619	OSMEDA	1302
44620	CAMP-GEFII	11069
44621	VENTX2P1	139538
44622	TRNAV3	7241
44623	SYNEXIN	310
44624	TCRAV1S5	28684
44625	AMAC1L3	643664
44626	FTLP5	100131661
44627	EPB41L4A-DT	54508
44628	TU12	3992
44629	SCG5	6447
44630	TIM10A	26519
44631	LOC105373206	105373206
44632	RPL28_2_436	402149
44633	LOC105378862	105378862
44634	U55	26811
44635	OR5AX1P	388761
44636	SERZ1	55625
44637	LOC107984934	107984934
44638	MRD45	23152
44639	KRTAP28-3	112441429
44640	KMT6B	2145
44641	RPL36P4	140750
44642	SSI-3	9021
44643	TRP-ML1	57192
44644	KLHL26	55295
44645	C4B5	721
44646	LOC112268309	112268309
44647	PIASY	51588
44648	LOC100422449	100422449
44649	MARSIS	85446
44650	BOK	666
44651	MDS1	2122
44652	LOC107986747	107986747
44653	MRPL4	51073
44654	RP35	64218|109729091
44655	ZNF440	126070
44656	RPL7A_30_1522	100271543
44657	RNU7-4P	100147747
44658	PAPAS	9051
44659	BPY2A	9083
44660	LOC107984475	107984475
44661	MELK	9833
44662	ERP16	51060
44663	RPS26P39	100128168
44664	GPSM2	29899
44665	SCFAI	27068
44666	MEG1	2887|9989
44667	OG-2	135935
44668	CALHM6	441168
44669	GPC	2995
44670	DEL15Q13.3	100188869
44671	GSN-AS1	57000
44672	HEL-S-100n	10576
44673	RNU5F-6P	100873833
44674	TCRBV5S6A3N2T	28611
44675	SLO-ALPHA	3778
44676	RNU48	26801
44677	NCRNA00070	594840
44678	HP-4	1669
44679	LOC105372563	105372563
44680	MTCO1P5	106480318
44681	HNRPA1L3	3178|388275
44682	NCRNA00022	8847
44683	GRFR	2692
44684	LOC105379513	105379513
44685	DAPAT	8443
44686	CXCL10	3627
44687	HSJ001348	54742
44688	RNU7-140P	106479077
44689	TYR	7299
44690	KIAA0427	9811
44691	CHD1	1105
44692	P58IPK	5611
44693	FTDALS3	8878
44694	RPS15AP17	391656
44695	LOC107984271	107984271
44696	KDELCL1	56983
44697	NPM1P43	100422309
44698	CPSQ2	23189
44699	LCT	3938
44700	SLX1A	548593
44701	TOMM20L	387990
44702	C1orf151-NBL1	100532736
44703	ITPase	3704
44704	GOB-4	10551
44705	DRC9	84223
44706	C6orf53	51522
44707	GSTAP3	647175
44708	LOC100421347	100421347
44709	TED	27112
44710	HIST1H2BG	8339
44711	ClC-K2	1188
44712	hsa-mir-548e	100313921
44713	B3GNT5	84002
44714	BMF	90427
44715	LOC111818956	111818956
44716	LOC105369325	105369325
44717	UC.134	110599565
44718	TCRBV12S2A1T	28585
44719	CAS11	54897
44720	bcm1377	196446
44721	LOC101928743	101928743
44722	DFNB10	64699
44723	LINC02216	105379141
44724	LOC101929343	101929343
44725	RN7SL382P	106481027
44726	SEPT14P2	107105263
44727	GPATC7	55109
44728	RPL7_18_1464	654381
44729	RPS20_2_68	100270901
44730	LOC105369527	105369527
44731	RN7SL272P	106480996
44732	LOC100420642	100420642
44733	ISGF3	10379
44734	SUHW3	55609
44735	CTSL1P5	1517
44736	hsa-mir-633	693218
44737	RGS18	64407
44738	LOC100507336	100507336
44739	LINC00927	283688
44740	KLIP	79155
44741	TXNP1	93202
44742	DEFB102	1673
44743	mir-4636	100616326
